ID,Title,Content
245,Overlay Icons in Delphi IDE ,How do you implement overlay icons in the Delphi IDE like this: I have recently been playing around with the Project Manager's context menu and the context menu ( component. For the others I know very little: The Project Manager's tree is a 
246,visual studio - Eclipse IDE Learning Curve ,I am a C# guy with pretty good grasp of Visual Studio IDE usage (using it since VS2003).Right now I am doing a proof of concept app using Eclipse 3.4.1. Is there any good reference or book which describes the usage of Eclipse IDE compared to Visual Studio. Is there any Eclipse guide for Visual Studio users :) Thanks in advance.For example:
247,IDE for debugging scons ,"I have a project which uses scons and swig. Which IDE I can use for debugging the code? I want to set breakpoints and use ""step over"" ""continue"" .... while watching variable. (Eclipse plugin) worked well for me in the past. Actually the  command you run to perform your build is a Python script -- you can replace it by a similar script within your IDE and launch that for debugging. Having said that -- actually I found the > of that kind of ""internal DSL"" is implemented in Python (which is surely an educational experience but not helpful for solving problems with my build). Thus usually I solve my problems just with adding some print statements to look into this and that variable in the current construction environment while the build script is evaluated. The manpage of SCons has extensive documentation about the various variables you can access in that environment object and in the dependency nodes defined when you add targets. Any Python debugger should be fine.  Visual Studio (trials available): Tobuy the latest Visual Studio google ""Buy Visual Studio"" (as the linkchanges) you can also google for a specific version. Many areavailable on Amazon. PyCharm home:  As an aside if you (or others on your team) want to > debug Django PyCharm Pro is definitely the best for that."
248,Java IDE with GlassFish ,Please recommend some JAVA IDEs comes with GlassFish server. I have tried both Eclipse and Netbeans both are not working consistently I am looking for an IDE to support GlassFish by default without any stressful confgurations. NetBeans 7.3.1 should work out-of-the-box. Are you downloading the Java EE distirbution that includes GlassFish?
249,External IDE for InterSystems Caché ,I want to replace the Caché Studio because it needs to be ran on Windows. Browser based IDE would be most convenient solution for using OS indepedently and mobile.There isn't a browser-based IDE available for Caché programming.  In fact the only alternative to Caché Studio is George James Software's  a commercial Visual Studio extension which allows you to work with ObjectScript code on the file system.  It allows you to export the classes from Cache and work with them as normal files on the file system. However this is for Windows-based systems only so I am not sure if it meets your needs. The XML > the actual source code.  Unfortunately there is no other option besides Studio but Intersystems is certainly working on one.
250,.net - VS 2010 IDE 2GB limit ,"I am using VS 2010 on a win 7 64 bit system with 8 GB of memory. My application is 32 bit. While in the VS 2010 .Net IDE the app shows up in the Windows task manager as ""MyApp.vshost.exe *32"" while the VS IDE itself shows up as ""devenv.exe *32"".  I checked and it appears that the VS 2010 IDE file (devenv.exe) is complied with the /LargeAddressAware flag.  However when debugging large models the IDE fails with an Out of memory exception. In the Windows Task manager the ""MyApp.vshost.exe *32"" process indicates about 1400 MB of memory usage (while the ""devenv.exe *32"" process is well under 500 MB). Is it possible to set the ""MyApp.vshost.exe *32"" process to be /LargeAddressAware in order to avoid this out of memory situation? If so how can this be done in the IDE. While setting the final application binary to be /LargeAddressAware would work I still need to be able to debug the app in the IDE with these type of large models. I should also note that my app has a deep object hierarchy with many collections that together required a lot of memory. However my issue is not related to trying to create say 1 large array that requires greater then 2 GB of memory etc. I should note that I am able to run the same app in the VB6 IDE and not get an out of memory situation as long as the VB6 IDE is made /LargeAddressAware. In the case of VB6 the IDE and the app being debugged are part of the same process (and not split into 2 as is the case with VS 2010.) The VB6 process can be larger then 3 GB without running into out of memory issues. Ultimately my objective is to have my app run completely in 64 bit to access more memory. I am hoping that in such cases the IDE will allow the debugging process to exceed 2 GB without crashing (and certainly more then 1.4 GB as is the current case). However for now while 95% of my app is 64 bit I am calling a legacy COM 32 bit DLL and as such my entire app is forced to still run in 32 bit mode until I replace that DLL.the IDE fails with an Out of memory exception No your program fails with that exception not the IDE.  You'd have to run editbin.exe in a post build event to set the flag: That will > work on the vshost.exe version you'll have to turn off the hosting process.  Project + Properties Debug tab. Some options I can think of: Disable the VSHost process - Do you actually require the  to forcibly set the flag in the .vshost.exe (no idea if that would work though!)"
251,cordova - PhoneGap project on cloud9 IDE ,Hi I tried searching for some kind of step by step tutorial to setup a phonegap project for android/iOS on Cloud IDE...  can some one guide or point to a link. 1 - How can I get Android SDK and ADT get running on cloud 9 ide? 2- Can I have iOS sdk on cloud 9 ide and develop for iphone?  Originally in chinese I haven't tried it yet but it seems promising.
252,Does RubyMine 2.0 earn its $99 as a Rails IDE? ,"I've seen a lot of blogs talk about RubyMine lately as a best of breed Rails IDE. Currently I am using NetBeans IDE for my Ruby and Rails stuff but I was wondering if anyone here would personally recommend this IDE and reasons why I should fork out $99 for it.I used NetBeans for a while before switching to RubyMine some month ago prior the first release.I can say the IDE is worth the entire price. RubyMine has the best autocomplete support I have ever seen. It's a really clever IDE it can understand most of the Rails ""magics"" including method references by symbols metaprogramming Rails/Ruby convention and so on. Also RubyMine 2.0 introduced i18n support for Rails and having to maintain a couple of Rails apps localized in 5 different languages I must say this is an awesome feature. It supports the latest testing frameworks in the Ruby ecosystem including Shoulda Test::Unit RSpec and Cucumber. Unfortunately it lacks RCov support while I know Netbeans is going to integrate it. A couple of co-workers are still using NetBeans and they often have problem with SVN because Netbeans doesn't auto-refresh the working copy when you update it outside the IDE.RubyMine has an excellent SCM support and ships with SVN CVS and even Git compatibility. I don't want this answer to seems like a RubyMine promo so I encourage you to give it a try for 30days then make a choice. I've tried Netbean RadRails and RubyMine. In my personal opinion it's well worth the money and I heartily agree with weppos. Your best bet it to try the evaluation version for a while and make your own mind up. I find IDE preferences are very subjective the only real way to know if it's any good is to try it for yourself. it is a little buggy and a big resource eater but has the better ""intellisense"" refactoring and complementary areas support (haml) i ever seen for ruby/rails. it's appearance under mac os x is lame and is much less usable (in terms of UI usability) than any other ide. i guess that in the next major versions it will become the ruby/rails killer-ide. i would wait to buy it as i see it as an immature project right now. Suffice to say that Rubymine (2.5 EAP version) is the first IDE I actually like. Having usedto excellence of developing Rails apps in OS X with TexMate when I switched the job and was forced to get along without OS X I was quite satisfied to find Rubymine. A veteran Emacs user (over 10 years) and recent Vim convert (gotta love the extremely powerful command system and short key bindings) I soon found that either the file navigation cucumber editing or refactoring support was quite lacking in those. With Rubymine I get TextMate-style file navigation which is just awesome the only IDE which actually has a type inferencing engine and is able to capture many run-time errors during the editing phase plus all the features I ever used in Rails projects. Yes I'm going to buy the software when they release 3.0 or so and I don't know if I'll use TextMate in the future when I get again access to OS X. They say the OS X support is very good in Rubymine EAP versions but what's nice that you can have that for every other OS as well. Apologies for answering in short. I'll add that debugging via RubyMine is very convenient. Just set a breakpoint and  try to hit the point.  You can see all of your vars set watches and investigate objects right in the debug console. I'd highly recommend it to any Ruby developer. To me there are 3 big advantages in RubyMine that other free or cheap editors/IDE's don't have (notably TextMate and Ruby VIM): I use it and as of right now don't think it's quite worth it - if you like working with a full IDE RadRails is as good (though in different ways) and free. I admit I haven't got all the keyboard shortcuts in RubyMine down so I'm not as productive with it as I hope to be but I find myself doing stuff at the command line more than I think should be necessary with a 'real' IDE. It's been pretty stable for me (on linux) the source control integration is good and it's not as slow as it used to be (though I still end up in vim at times if I don't want to load it). I'm hoping a 'plugin' ecology will develop around it. Overall it's a pretty good product but not (yet?) worth the $99 over RadRails (haven't used NetBeans) I've used Netbeans for a while(1+ year) now. and have tried RadRails too. but i choose RubyMine cause: all in all i think if you take some time to learn its key mappings you can be very productive with it. you wouldn't need to use a shell at all(well sometimes you might need to but...you get the idea). just my 2 cents I've been using Rubymine to develop Rails apps for a while now. There was a point a few months ago when I would have been hesitant to recommend paying for it.However the rate at which it has been improving and adding new features is really impressive.If you're doing BDD (with Cucumber) then it's worth buying just for the step completion and navigation. Also the features that have come from IntelliJ like Javascript HTML CSS VCS support etc are excellent.    I am a former NetBeans user.  I LOVE RubyMine!  It has excellent rvm git Rspec and cucumber integration all of which are in my stack.  Go with it.  You won't be sorry. I used both Redmine and Textmate but I tend to spend more time coding in textmate. It's a matter of preference whatever gets the job done quicker is the best tool in my opinion. Good Luck @johnrlive I love how ""project aware"" RubyMine is. Coming from ST2 (which is still use daily) it's hard not to miss the elegance of an editor like ST2 but working on large scale projects with versioning RubyMine is the IDE of choice for me. I just wish the would improve the editor and UI.  I just started to explore the IDE concept being a happy TextMate programmer until just a couple days ago. But now that I've played with both NetBeans and RubyMine I gotta say RubyMine rocks. NetBeans is cool for the price but it's slow slow slow. Sometimes windows will lock up for long periods of time while something is apparently ""thinking"" - of what I can't imagine. On the other hand even as a fairly novice Ruby programmer I was able to get RubyMine conversing with Git and AutoTest within a few minutes -- in short I got up and running and back to programming pretty quickly. On the flip side I still haven't figured out how to get it to work with Heroku or Growl but I'm still pretty new at it. I would say depends on what your looking for. Netbeans is definitely a very capable and sufficient IDE. Rubymine shines in its autocompletion and really easy Git integration. If you have a lot of money to spare I would say ruby mine is the way to go. However in my case as I am a broke college student Netbeans and/or text mate does the job fine. Spending an additional minute on git outside of netbeans and using my extra monitor for documentation has worked well for me thus far. "
253,python - Spyder IDE Console History ,How to see print history in console in spyder IDE ? If more data gets printed it does not shows on console and not even shows the scroll bar.The default configuration is to buffer 10000 lines. If you require a larger buffer you will have to change settings in  to increase the number of lines.  This is an update for Spyder version 3.1.4: Increase the buffer to view more lines in the IPython console. Then close and restart Spyder.
254,c++ - Multiplatform IDE ,I recently realized I'm making it unnecessarily hard on myself to use 4 different IDEs for every combination of (develop on Windows develop on Linux)x(program runs on ARM program runs on local x86 PC).Currently every time I switch between an ARM project and a x86 project (often a console app to pre-calculate lookup tables for the ARM project) I switch between IDEs. If I already have  talks about building multiple cross-compilers. But I'm missing the next step: Once I have a few cross-compilers built how do I hook an IDE up to them?)You can switch toolchain configurations within Eclipse based on targets or projects. There's no need to switch IDEs it's just a matter of associating toolchains correctly. 
255,c++ - IDE that runs ON ios ,Has anyone found and IDE for programming ON iOS? Specifically I'm coding for the nds in c++ but I was wondering if there really is any IDE that is for coding on iOS. If anyone's heard of one please tell me the name because I have not been able to find one.Not specifically an IDE for C++ but there are alternatives: The closet thing I know is  
256,Portable C++ IDE ,"I want a  ( can be portable).  > Qt Creator is a good choice if you want to code cross platform GUI programs.Qt is an excellent cross platform GUI library. The bash shell (and it's tools) + vim + cmake + mercurial = love. Bash is available on all popular platforms even windows p.s. I forgot gdb + ddd. The IDEs you named are all cross-platform and available on Windows Mac OS X and Linux. That said you only really need to make your code cross-platform (use . I love the autocompletion and call-tips features. They boosted my coding speed and productivity by 1000x. I know I sound like an ad but don't worry it's my most sincere opinion. If you want cross-platform development I agree with whoever mentions Qt. It's a really great reliable (depends on your requirements of course) and flexible cross-platform framework. Good luck! Have you considered Vim.   Not exactly an IDE but you could easily put versions on one USB stick to allow you to run anywhere.   For some things I like Eclipse but it is only portable in your sense if Java is installed on the host machine.   The other big problem with Eclipse is that it is fairly machine demanding and in my opinion requires a fast SMP machine to work well.    Frankly though I don't use Eclipse for any of the ""C"" languages right now.     A slightly tougher choice might be EMACS again using the same approach as with Vim.  That is putting multiple copies for your different target machines on a USB stick. In the end I have to second something else suggested that is the best portable IDE is a laptop.    For example you can have several very good IDEs installed on a Mac and easily transfer files to a target machine.  Being Unix it is fairly easy to install the GCC or LLVM of your choice even cross compilers.  The big problem with a USB dongle approach is that you never can be sure of having everything you need there.        Xemacs.  If you want something that you can keep on a flash drive with a ton of other tools.  It isn't full features but sure is a step up for writing software than vim.  "
257,terminology - confused with the IDE concept ,this question though has nothing to do with the programming stuff gets me bugged while I try to delve deeper a bit. I am confused with what this IDE means. somewhere it says its an editor or somewhere like its some PHP editor. I use dreamweaver normally and notepad ++ occasionally .. Is this what IDE is ? or is that I have misunderstood things.??An integrated development environment is generally a whole bunch of tools integrated into one. This includes editor compiler debugger and whatever other tools you may want to add. Back in pre-history we used to use an editor to edit the files then we would exit and use a compiler then a linker to produce the final product (actually when I first started we used punch cards and 80x25 data entry sheets and handed them to data entry operators for input into the computer but I don't want to bore the youngsters among you). Nowadays we just press the  key or if you use Emacs      
258,Best IDE for developing Java Desktop Applications ,I've been developing Java Web apps using Eclipse as the IDE. Planning to start developing a desktop app based on Java.  Can someone suggest the best IDE for developing Java based desktop apps? (One that would have drag drop for building the interface like Visual Studio)I recommend   Response to RTFM messages:I agree reading the manual is a good way to learn more about the tool. The OP is trying to figure out a few tools to learn more in depth and finally zero in on one (or a subset to meet varying requirements). To get to the first list before reading the accompanying manuals one would require some directions and help based on experience. If you had to read manuals of all related tools before identifying the tool that meets your requirement a new tool would have come in or your project would have gone past you! Response to original question on best IDE based editor: In some ways it doesn't matter which tool you use as long as you put the effort into learning it in depth. Know your tools! Read the Free Manual! In practice: you would want to pick Eclipse for SWT and Netbeans for Swing (Matisse is great when you are getting started). I haven't used IntelliJ but I am sure it is excellent. A couple of years ago I used Eclipse with  which I found very useful. I liked the code that it generated - it was really easy to take that and add the extra functionality I needed. if you aim for windows only than Visual studio is the best choice.For multiple platforms Mono is very good and it does not have java's .Of course you would use C# rather than Java if going with Mono or VS.
259,emacs - Which IDE are CLISP Programmers using? ,I noticed how SLIME (lisp development package for Emacs) does not come with a frame-source-location function for CLISP so you can't automagically jump to a source location when inside the debugger. Given that I figured CLISP users must be using some other IDE (though I guess IDE is a little bit misleading here maybe they're just using a different Emacs package). So what IDE/Emacs package are CLISP programmers using?I think Emacs and SLIME is still what those people use.
260,debugging - IronPython embedded IDE ,"I'd like to use embedded IronPython as a way of allowing users to script / extend my app. Running the scripts is easy enough but I also need to provide some sort of IDE or editor as well - this is the bit I'm not sure how to do. As far as I can see I have only a few options: The trouble with options 1. and 2. is that obviously they are a lot of work! (And will most likely be far inferior to ""real"" IDEs) - I was kind of hoping that someone else might have written an IronPython IDE that I could extend and embed in my app but I've had no such luck. Option 3. would be my preference - I'd imagine that I would save my script to a temporary file and then start the IDE with the path to my file as a parameter.  The problem is that in order to be able to test / run the scripts I need to set up some environmental objects beforehand - this makes testing and debugging the scripts from an external IDE rather cumbersome. I don't mind insisting that only certain IDEs are supported (i.e. Visual Studio) and so I was kind of thinking I could write out a custom MSBuild file that ensured that the environment was all set up correctly when someone pressed F5 but then I realised I was starting to be silly.  The other option I considered was if there were any open source IDEs that I could canibalise into embedded script editor. Or alternatively is there another soltion that I'm missing?The  is open source and it already has support for Python (but not IronPython AFAIK) so I imagine that might get you pretty close to what you want with some modifications.  Licensing is pretty liberal (LGPLv2 and MIT)."
261,debugging - Android Studio IDE: Break on Exception ,"It seems my Android Studio does not want to break on any exception by default. Enabling break on ""Any Exception"" starts breaking within actual JDE libraries. Is there any way to force it to break only on exceptions within my code only? Coming from Visual Studio universe looking for the default VS debug behavior here. and set it to this: Add to the exclusion list in the condition any other non-exceptional exceptions you encounter. (BTW using  is a way of effectively getting a second ""Any exception"" entry.)"
262,c++ - C++0x IDE support with g++ ,What IDE has a better support for the new C++0x features in g++? I know you can use the editor as is and compile the code using -std=c++0x but I would want the new features do not be marked as errors by the IDE (auto range-based loop variadic templates etc.).Here is  has had support for a while but I do not know to what extent.
263,Best IDE for Grails 1.1.X development ,I've been on a frustrating quest to find an IDE which provides reasonable support for Grails 1.1 development. My minimum requirements are: Here's a rundown of my experience so far Using the latest plugins available from the update site Eclipse's support for Groovy/Grails is truly pathetic. It provides little more than code completion and spurious errors As soon as I imported the project NetBeans began scanning it. The Navigator view was waiting for the scanning to finish before showing it's contents. About 20 minutes later both the Navigator view and I were still waiting. Also support for code completion on dynamic finders is poor and for some reason it copied all the plugins into $PROJECT_ROOT/web-app/plugins.  Although the general consensus is that IntelliJ is the best IDE for Groovy/Grails . The root cause of the problem appears to be the change in the location of the plugins folder. IntelliJ is unable to build the app because it can't find classes I'm importing from plugins even though those plugins are listed in application.properties So my question (finally) is whether anyone has found an IDE (not TextMate or Vim) that works with Grails 1.1.X when the plugin folder is in it's default location i.e. under $HOME/.grails/1.1.X/plugins? If so I'd be really grateful for information about: ThanksDonI'm unclear on which version of IntelliJ  IDEA the author of that blog post tested tha didn't work with Grails 1.1.1.   Idea 8.1.2 works very well for me on OSX with Grails 1.1 and 1.1.1.  Grails is installed under /Developer/grails-1.1.1 (with a symlink at /Developer/grails ) and the plugins are in the ~/.grails/1.1.1/plugins directory.    I didn't have to install any extra Idea plugins. What I did have to do was tell it where the plugins were and install the missing ones once I had upgraded to 1.1.1.  IDEA's grails integration can even recognize the plugins from the Grails repository and install them from the IDE. . The Spring Tools Suite is also an excellent choice for grails/groovy development. I use it and do not have any cause for regret. I've been using Netbeans 6.7 for some time and it's very slow the code completion rarely works. Basically I'm using it as an editor and to format my code. I used the EAP version of IDEA 8.1 and it was really nice - very easy to setup and develop in compared to the other IDEs.  Sorry I don't remember exactly how to import an existing project but it was fairly straight forward. If cost is not an issue then IDEA would probably be the best choice. I use STS (SpringSource Toolkit) I like it better than Intellij or Netbeans. I am using 2.3.3.M2
264,minify - Integrate Google closure compiler with Eclipse IDE? ,Does anybody know how to integrate  with Eclipse IDE? The thing I was trying to do is to configure Google closure compiler as a external tool for Eclipse IDE. Then I would be able to run closure compiler within IDE and minify my Javascript files with single click.Have anybody solved this problem yet?you could use ant tasks for this a Closure build tool. It dynamically recompiles JavaScript and Closure Template code. 
265,Glassfish IDE integration ,I am an Eclipse user.I am going to be using Glassfish on a project.Is the Glassfish IDE integration substantially better in NetBeans (or some other) or is the integration the same as Eclipse?with the full set of JavaEE plugins in Eclipse it's trivial to control/deploy to glassfish. Grab the JavaEE version of Eclipse and follow the wizard for creating a new enterprise application. Generally speaking unless you're debugging the only intergration you really need is: start stop deploy. You can make almost any IDE/script/buildfile do that. Stick with the IDE you're most productive in. I can't compare it to eclipse because I never tried it in eclipse but I can cast my vote for Netbeans integration. I've been using it for a while with Netbeans and I am very satisfied with the result. I stuck with Eclipse. Glassfish IDE integration is better with NetBeans.   The plugin for Eclipse isn't quite ready for primetime. My personal experience is that Eclipse with the Java EE extensions are more than sufficient for development and deployment of JAX-WS apps are faster in Eclipse than with Netbeans. The Glassfish plugin has forms for editing configuration for things as nuanced as WSIT WS-Security and WS-AtomicTransaction.  This speeds configuration.  However I've found that deploying a JAX-WS app performs ws-import more times than necessary which doubles deployment time.
266,c++ - IDE Font spacing problems ,I have been developing programs for a couple years now in Java and more recently C++.  Everything was going great until a couple months ago the font I was using in my editor suddenly got huge spaces between each letter making it almost unreadable.  For Java I used NetBeans IDE.  Now in my code I used the Papyrus font that I modified to be monospaced.  Gave my comments the hand written look while still being usable. A few months ago my comment spacing all of a sudden looked like it had a space between every character.  Figuring it was my fault when I modified the font I simply changed to a different font.  worked fine if a little less fun. Now as I am taking classes in C++ my instructor recommended Dev C++ IDE.  I know it is old but it is what I was told to use.  Now I am getting the same problem here only with all fonts.  Anyone know how to fix this? Screenshot: .This is what it Should look like:I had the same problem try changing your font family to 
267,Selenium IDE Store command ,can we declare a variable in one test case using I have found some articles which help you for the same :-  Hope it will help you Answer is Yes You can use   and whenever i required i will use in following manner :
268,TideSDK IDE Support and Debugging ,Do we have any IDE support for TideSDK to build the applications.I just installed the TideSDK but it have plane editor and don't have any debugging options.Is there IDE for this SDK like we have for Titanium Appcelerator. Best RegardsRaviThere is IDE  to BUild and execute the TideSDK applications. That IDE Name is  By using this IDE you Can Excute the Application and after finishing your application you can build the TideSDK Application. But there you could not Edit the code. you have to use other text editor to edit the code. To download this go to    there will be a button like  just you  click it there you can download Both TideSDK v1.3.1 beta  And TideSDK Developer tool.
269,php - IDE issue or genuine error? ,My IDE (PHP Designer 8) flags (in red) the above function return line that gets the first value from the database however when I run it there are no errors thrown and it produces the expected results (see below). If I remove the [0] then the flag disappears.  Is this truly a syntax error or an IDE issue?  Looks like an IDE issue. It appears that the IDE does not recognize that results() is returning a list. I've noticed that IDEs will often flag this kind of syntax (when you are offsetting into an anonymous temporary variable). If you want to get rid of the warning try assigning the result to a local variable.
270,php - Lightweight IDE for Linux ,Even though I have a robust and fast computer (Pentium Dual Core 2.0 with 2Gb RAM) I'm always searching for lightweight software to have on it so it runs fast even when many apps are up and running simultaneously. On the last few weeks I've been migrating gradually to Linux and want to install a free lightweight yet useful IDE to program on C++ and PHP.  Syntax highlighting and code completion tips are must-haves. (or Emacs varying on religion) will always be my first answer to this question over any point-and-click IDE.As they write in  for Gtk/Gnome for KDE? Again it's a 'smart editor' rather than an IDE.  Seems to know how to handle most languages and once its started it is pretty smart still Java but less resource hungry than Netbeans and Eclipse. I would say ).
271,java - How to detect that code is running inside eclipse IDE ,"How to  detect that code is running inside eclipse IDEI am not aware of a generic way to get this kind of information. One suggestion: When you start a Java program (or a web server) inside Tomcat simply add an argument that will indicate that this program is launched by Eclipse. You can do that by opening the ""Open Run Dialog"" (""Run"" menu) then select your type of application and add in the ""Arguments"" tab a  dir whereas most of your end users will be running the app from a JAR. You may try something like this:"
272,php - Lightweight IDE for Linux ,Even though I have a robust and fast computer (Pentium Dual Core 2.0 with 2Gb RAM) I'm always searching for lightweight software to have on it so it runs fast even when many apps are up and running simultaneously. On the last few weeks I've been migrating gradually to Linux and want to install a free lightweight yet useful IDE to program on C++ and PHP.  Syntax highlighting and code completion tips are must-haves. (or Emacs varying on religion) will always be my first answer to this question over any point-and-click IDE.As they write in  for Gtk/Gnome for KDE? Again it's a 'smart editor' rather than an IDE.  Seems to know how to handle most languages and once its started it is pretty smart still Java but less resource hungry than Netbeans and Eclipse. I would say ).
273,editor/ide for node.js development ,Which IDE or Editor do you use for node.js Development on Windows or Linux? Currently I only know 2 IDE-Extensions: both are in a pretty early Development-Stage so I wondered are there  more Alternatives out there? Or is it common to use an Editor with Syntax-Highlighting for Node.js Development? from Jetbrains is very good and allows debugging with node.js. Every IDE which supports JavaScript highlighting will do the job. I personally use Sublime Text. While you work on node apps you have to monitor their output. I just place the console in my second monitor but if you use only one you may need to setup a build process.
274,"How to solve a RubyMine ""'ruby-debug-ide' isn't installed"" error ",I get the error: but all gems were successfuly installed: I can run 'rdebug-ide' manually: But when I start debugging RubyMine asks to install the ruby-debug-ide gem. Why? And after installation I get: I'm running Mac OS X 10.11.3.Here's the actual command that worked for me: I started getting this after upgrading from 2017.x to 2018.1. In my case it seems that RubyMine needed a newer version but its error message implied it couldn't find any version and failed to install it. I think it was trying to install it with a different SDK. Manually installing the latest  (global/default) it is using. Check out where these required gems are installed and make sure RubyMine is using that gemset where these are installed successfully. I fixed this after viewing the responses here:  The solution at the bottom suggested 'removing all my gems. removing ruby. cleaning up directories and rvm. removing ruby mine then reinstalling everything' I started with the easiest of these which was to reinstall rubymine. That solved it for me.  I have faced this issue too with Rubymine 8 rvm 1.29.1 and Ruby version 2.3.3 And upgrading the Rubymine version from Rubymine 8 to Rubymine 2016.3 or latest resolves the issue for me. Check ruby  version is same to which you have installed.With those all doneyou will be able to debug ruby. Please check x286 vs 64 version both Ruby and Rmine version. I had this problem runnin x86 rubyMine on 64 ruby A combination of matching the host ide ruby version with the remote SDK version worked for me but required a few additional steps.  I too am running mac os as my host (running mohave) NOTE: I had to re-install the bundler gem on both host and remote host to get the gem manager to install things auto-majically. NOTE: I also had to set the default RVM on my local host and remote host and unset the previous version as default in the local host preferences. Once I did this I was able to get gems in sync and remote debugger to connect. My solution was to go to Rubymine settings to the available SDKs remove the SDK restart Rubymine and add the SDK again. Since you're using Mac OSX I couldn't provide the same exact answer for you but you can find a similar way of achieving this. I'm using Ubuntu with Vagrant so you may need to adapt it just a little bit. It may asks you one more time to install the gem but then the debug will works for sure.
275,java - Arduino IDE crashes in Gentoo ,A few days before I installed arduino-ide in Gentoo from this overlay:  The installation was successfull but when I try to run it it crashes and shows that error: I tried to change Java VM but the error continues.I've tried with Icedtea 7 Oracle JRE 8 and Oracle JDK 8 Do you know how can I fix that error? Update: After reemerged Oracle JRE 8 with flag commercial and javafx enabled the Arduino IDE downloaded from oficial web feels run well.But the arduino-ide emerged from the overlay continues failing
276,java - Compiling Code - Creating an IDE ,I've been deving an IDE for Java Assembly and JMM for the last two months and have been able to have the JMM compiler to run through the IDE and compile the given code. For some reasonI cannot seem to find a way to do this with Java code. Is there any API call I can use to compile a given class or even somehow invoke javac and give it the necessary values through the command line?  Any help would be greatly appreciated!  You can use the 
277,Click in OK button inside an Alert (Selenium IDE) ,I need to click the 'Ok' button inside an alert window with a  command. I've tried  but they don't do what I want. It's possible the click the 'Ok' button? If so can someone provide me an example of the Selenium IDE command?Try Selenium 2.0b1. It has different core than the first version. It should support popup dialogs according to : Selenium tries to conceal those dialogs from you (by replacing  window.alert window.confirm and window.prompt) so they won’t stop the  execution of your page. If you’re seeing an alert pop-up it’s  probably because it fired during the page load process which is  usually too early for us to protect the page. It is a known limitation of Selenium RC (and therefore Selenium IDE too) and one of the reasons why Selenium 2 (WebDriver) was developed. If you want to handle  to CANCEL it or  assertAlert ought to do the trick. I see in the docs that alerts generated in a page's OnLoad event handler cannot be scripted this way (and have experienced it myself alas due to the ASP.NET page lifecycle). Could that be what you're running into? For selenium an alert is the one which raised using javascript e.g. There is one basic check to verify whether your alert is actually a javascript alert or just a div-based box for displaying some message. If its a javascript alert you wont be able to see it on screen while running the selenium script. If you are able to see it then you need to get the locator of the ok button of the alert and use selenium.click(locator) to dismiss the alert. Can help you better if you can provide more context: Vamyip Use chooseOkOnNextConfirmation() to dismiss the alert and getAlert() to verify that it has been shown (and optionally grab its text for verification).   Problem with alert boxes (especially sweet-alerts is that they have a  delay and Selenium is pretty much too fast) An Option that worked for me is: The new Selenium IDE (released in 2019) has a much broader API and new documentation.  I believe this is the command you'll want to try:  Described at:  There are other alert-related API calls; just search that page for >
278,node.js - How to install Angular IDE in ubuntu? ,I am angular2 beginner. I am try to install angular IDE in my won system but it does not install. Command : - error:-  Please tell us how to install angular IDE?Its says access problem  so try this .
279,Vim plugin for Netbeans IDE ,I have found a couple of Vim plugin for Eclipse but some computers have performance issues with Eclipse. So what I want to know if there is any plugin for the Netbeans IDE which runs smoother on weaker computers.  If it matters I'm interested in support for Java Python and C++. (any answer regarding to one of them in welcomed) .Found these apparently they even have some features my eclipse plugin doesn't:  I got jVi for my NetBeans 8.1 and 8.0.2 on Mac OS this way: Tools -&gt; Plugins -&gt; Available Plugins -&gt; Search:  the results will be empty. The truth > easy to find and install a vi[m] emulator for NetBeans. You don't even have to type the whole three letters. 
280,java - Size of splash screen IDE ,For my thesis work I need to create an IDE and I want to create a splash screen for the IDE.So my first question is that I don't know which size for the image I must create for the splash screen.My second question is that probably a lot of different screen resolutions are available in the market and the screen splash might be bigger or smaller for some computers... Is there anything that we could do to solve this ? P.S.: I really liked the splash screen from IntelliJ IDE (15) I want to create something like that as a splash screen. //----------------------------------------------------------------// If you want to scale it in relation to the monitor's resolution I'd first get the height and width with the : Then you can scale an image that you're using for your splashscreen by using this method: Then center it on the screen by calculating the middle and setting your component there: actual implementation is up to you but these are the tools I use and it works fine for me.  Hope this helps!
